sample1,,sample2,,sample3,,sample4,,sample5,,sample6,,vzorek1,,vzorek2,,vzorek3,,specimen0,,specimen1,,specimen2,,
,,,,,,,,,,,,,,,,,,,,,,314.3608398,0.9337098598,
,,,,,,,,,,,,,,,,,,,,,,314.1648254,0.9401593804,
,,,,,,,,,,,,,,,,,,,,,,313.9688721,0.9421120286,
,,,,,,,,,,,,,,,,,,,,,,313.7728577,0.9424772859,
,,,,,,,,,,,,,,,,,,,,,,313.5768127,0.9473196864,
,,,,,,,,,,,,,,,,,,,,,,313.3416138,0.9493463039,
,,,,,,,,,,,,,,,,,,,,,,313.1455688,0.9466552138,
,,,,,,,,,,,,,,,,,,,,,,312.9495544,0.9479974508,
,,,,,,,,,,,,,,,,,,,,,,312.75354,0.9475358129,
,,,,,,,,,,,,,,,,,,,,,,312.5574646,0.9486089349,
,,,,,,,,,,,,,,,,,,,,,,312.3614502,0.9500818253,
,,,,,,,,,,,,,,,,,,,,,,312.1654053,0.9514433146,
,,,,,,,,,,,,,,,,,,,,,,311.9693298,0.9498845935,
,,,,,,,,,,,,,,,,,,,,,,311.7732849,0.9528895617,
,,,,,,,,,,,,,,,,,,,,,,311.57724,0.9468063712,
,,,,,,,,,,,,,,,,,,,,,,311.3419495,0.9473221302,
,,,,,,,,,,,,,,,,,,,,,,311.145874,0.9537732601,
,,,,,,,,,,,,,,,,,,,,,,310.9497986,0.9502608776,
,,,,,,,,,,,,,,,,,,,,,,310.7537537,0.95285815,
,,,,,,,,,,,,,,,,,,,,,,310.5576782,0.9518967867,
,,,,,,,,,,,,,,,,,,,,,,310.3615723,0.9534372687,
,,,,,,,,,,,,,,,,,,,,,,310.1654663,0.9517605901,
,,,,,,,,,,,,,,,,,,,,,,309.9693298,0.9571704268,
,,,,,,,,,,,,,,,,,,,,,,309.7732849,0.9577327967,
,,,,,,,,,,,,,,,,,,,,,,309.577179,0.9562848806,
,,,,,,,,,,,,,,,,,,,,,,309.3418579,0.9575884342,
,,,,,,,,,,,,,,,,,,,,,,309.1457214,0.9533715844,
,,,,,,,,,,,,,,,,,,,,,,308.949585,0.9534823298,
,,,,,,,,,,,,,,,,,,,,,,308.753479,0.9532219768,
,,,,,,,,,,,,,,,,,,,,,,308.557312,0.9566348195,
,,,,,,,,,,,,,,,,,,,,,,308.3612061,0.9560919404,
,,,,,,,,,,,,,,,,,,,,,,308.1651001,0.956017971,
,,,,,,,,,,,,,,,,,,,,,,307.9689331,0.9576507211,
,,,,,,,,,,,,,,,,,,,,,,307.7727661,0.9624280334,
,,,,,,,,,,,,,,,,,,,,,,307.5766296,0.9656713605,
,,,,,,,,,,,,,,,,,,,,,,307.341217,0.9669949412,
,,,,,,,,,,,,,,,,,,,,,,307.14505,0.9670528173,
,,,,,,,,,,,,,,,,,,,,,,306.9488831,0.9643450379,
,,,,,,,,,,,,,,,,,,,,,,306.7527161,0.966622293,
,,,,,,,,,,,,,,,,,,,,,,306.5565491,0.9656596184,
,,,,,,,,,,,,,,,,,,,,,,306.3603821,0.9686374664,
,,,,,,,,,,,,,,,,,,,,,,306.1641541,0.9694167972,
,,,,,,,,,,,,,,,,,,,,,,305.9679565,0.9667870998,
,,,,,,,,,,,,,,,,,,,,,,305.7717896,0.9715127349,
,,,,,,,,,,,,,,,,,,,,,,305.5755615,0.9718394279,
,,,,,,,,,,,,,,,,,,,,,,305.3401184,0.9717972279,
,,,,,,,,,,,,,,,,,,,,,,305.1439209,0.9754220247,
,,,,,,,,,,,,,,,,,,,,,,304.9476929,0.9752054214,
,,,,,,,,,,,,,,,,,,,,,,304.7514954,0.9803107381,
,,,,,,,,,,,,,,,,,,,,,,304.5552673,0.978007257,
,,,,,,,,,,,,,,,,,,,,,,304.3590088,0.980646193,
,,,,,,,,,,,,,,,,,,,,,,304.1628113,0.978736937,
,,,,,,,,,,,,,,,,,,,,,,303.9665527,0.9840446115,
,,,,,,,,,,,,,,,,,,,,,,303.7702942,0.9894412756,
,,,,,,,,,,,,,,,,,,,,,,303.5740662,0.9912705421,
,,,,,,,,,,,,,,,,,,,,,,303.338562,0.9854969382,
,,,,,,,,,,,,,,,,,,,,,,303.142334,0.989982307,
,,,,,,,,,,,,,,,,,,,,,,302.9460449,0.9934749007,
,,,,,,,,,,,,,,,,,,,,,,302.7497559,0.9913796186,
,,,,,,,,,,,,,,,,,,,,,,302.5535278,0.9931163192,
,,,,,,,,,,,,,,,,,,,,,,302.3572388,0.997146368,
,,,,,,,,,,,,,,,,,,,,,,302.1609497,0.999419868,
,,,,,,,,,,,,,,,,,,,,,,301.9646301,1.002446771,
,,,,,,,,,,,,,,,,,,,,,,301.7683716,1.003836751,
,,,,,,,,,,,,,,,,,,,,,,301.5720825,1.00705409,
,,,,,,,,,,,,,,,,,,,,,,301.3757629,1.012558937,
,,,,,,,,,,,,,,,,,,,,,,301.1401978,1.015659213,
,,,,,,,,,,,,,,,,,,,,,,300.9438782,1.022309184,
,,,,,,,,,,,,,,,,,,,,,,300.7475891,1.019219279,
,,,,,,,,,,,,,,,,,,,,,,300.5512695,1.020362258,
,,,,,,,,,,,,,,,,,,,,,,300.3549194,1.024634004,
,,,,,,,,,,,,,,,,,,,,,,300.1586304,1.029019594,
,,,,,,,,,,,,,,,,,,,,,,299.9623108,1.030626297,
,,,,,,,,,,,,,,,,,,,,,,299.7659607,1.038004756,
,,,,,,,,,,,,,,,,,,,,,,299.5696106,1.035416007,
,,,,,,,,,,,,,,,,,,,,,,299.3732605,1.039114475,
,,,,,,,,,,,,,,,,,,,,,,299.1376648,1.041882038,
,,,,,,,,,,,,,,,,,,,,,,298.9412842,1.046409845,
,,,,,,,,,,,,,,,,,,,,,,298.7449036,1.051064372,
,,,,,,,,,,,,,,,,,,,,,,298.548584,1.060026646,
,,,,,,,,,,,,,,,,,,,,,,298.3522034,1.062472463,
,,,,,,,,,,,,,,,,,,,,,,298.1558228,1.061469913,
,,,,,,,,,,,,,,,,,,,,,,297.9594116,1.062914252,
,,,,,,,,,,,,,,,,,,,,,,297.7630615,1.066059351,
,,,,,,,,,,,,,,,,,,,,,,297.5667114,1.067385554,
,,,,,,,,,,,,,,,,,,,,,,297.3702698,1.071613669,
,,,,,,,,,,,,,,,,,,,,,,297.1738892,1.076948166,
,,,,,,,,,,,,,,,,,,,,,,296.9382019,1.070111752,
,,,,,,,,,,,,,,,,,,,,,,296.7418213,1.082347274,
,,,,,,,,,,,,,,,,,,,,,,296.5453796,1.08779645,
,,,,,,,,,,,,,,,,,,,,,,296.3489685,1.094352961,
,,,,,,,,,,,,,,,,,,,,,,296.1525574,1.101497412,
,,,,,,,,,,,,,,,,,,,,,,295.9561462,1.103699446,
,,,,,,,,,,,,,,,,,,,,,,295.7597046,1.114184856,
,,,,,,,,,,,,,,,,,,,,,,295.5632935,1.116582394,
,,,,,,,,,,,,,,,,,,,,,,295.3668213,1.123556376,
,,,,,,,,,,,,,,,,,,,,,,295.1703796,1.1294595,
,,,,,,,,,,,,,,,,,,,,,,294.9739685,1.132523179,
,,,,,,,,,,,,,,,,,,,,,,294.7381897,1.138242006,
,,,,,,,,,,,,,,,,,,,,,,294.5417175,1.141201258,
,,,,,,,,,,,,,,,,,,,,,,294.3453064,1.147952914,
,,,,,,,,,,,,,,,,,,,,,,294.1488342,1.153270483,
,,,,,,,,,,,,,,,,,,,,,,293.9523621,1.162866354,
,,,,,,,,,,,,,,,,,,,,,,293.7558899,1.174196243,
,,,,,,,,,,,,,,,,,,,,,,293.5593872,1.187503219,
,,,,,,,,,,,,,,,,,,,,,,293.362915,1.192246199,
,,,,,,,,,,,,,,,,,,,,,,293.1664429,1.201590896,
,,,,,,,,,,,,,,,,,,,,,,292.9699707,1.211857915,
,,,,,,,,,,,,,,,,,,,,,,292.7734375,1.218595862,
,,,,,,,,,,,,,,,,,,,,,,292.5376892,1.228497982,
,,,,,,,,,,,,,,,,,,,,,,292.341156,1.23563838,
,,,,,,,,,,,,,,,,,,,,,,292.1446533,1.241595745,
,,,,,,,,,,,,,,,,,,,,,,291.9481201,1.246700764,
,,,,,,,,,,,,,,,,,,,,,,291.7516174,1.252212167,
,,,,,,,,,,,,,,,,,,,,,,291.5551147,1.254540205,
,,,,,,,,,,,,,,,,,,,,,,291.358551,1.254200697,
,,,,,,,,,,,,,,,,,,,,,,291.1620178,1.257796049,
,,,,,,,,,,,,,,,,,,,,,,290.9654846,1.258450508,
,,,,,,,,,,,,,,,,,,,,,,290.7689819,1.258228064,
,,,,,,,,,,,,,,,,,,,,,,290.5724182,1.261179805,
,,,,,,,,,,,,,,,,,,,,,,290.3758545,1.262637973,
,,,,,,,,,,,,,,,,,,,,,,290.1400146,1.267303824,
,,,,,,,,,,,,,,,,,,,,,,289.9434204,1.268142343,
,,,,,,,,,,,,,,,,,,,,,,289.7468872,1.273552418,
,,,,,,,,,,,,,,,,,,,,,,289.550293,1.270601273,
,,,,,,,,,,,,,,,,,,,,,,289.3537598,1.271734118,
,,,,,,,,,,,,,,,,,,,,,,289.157196,1.269574881,
,,,,,,,,,,,,,,,,,,,,,,288.9606018,1.273840666,
,,,,,,,,,,,,,,,,,,,,,,288.7640076,1.282684445,
,,,,,,,,,,,,,,,,,,,,,,288.5673828,1.281472206,
,,,,,,,,,,,,,,,,,,,,,,288.3708496,1.290012479,
,,,,,,,,,,,,,,,,,,,,,,288.1742249,1.290344954,
,,,,,,,,,,,,,,,,,,,,,,287.9382935,1.287034869,
,,,,,,,,,,,,,,,,,,,,,,287.7416992,1.285415053,
,,,,,,,,,,,,,,,,,,,,,,287.545105,1.291399121,
,,,,,,,,,,,,,,,,,,,,,,287.3484802,1.293758869,
,,,,,,,,,,,,,,,,,,,,,,287.151825,1.29836309,
,,,,,,,,,,,,,,,,,,,,,,286.9552002,1.296984196,
,,,,,,,,,,,,,,,,,,,,,,286.758606,1.301525116,
,,,,,,,,,,,,,,,,,,,,,,286.5619507,1.307692289,
,,,,,,,,,,,,,,,,,,,,,,286.3653259,1.31431067,
,,,,,,,,,,,,,,,,,,,,,,286.1686707,1.318822026,
,,,,,,,,,,,,,,,,,,,,,,285.9720459,1.327200532,
,,,,,,,,,,,,,,,,,,,,,,285.7753906,1.330070615,
,,,,,,,,,,,,,,,,,,,,,,285.5393677,1.335805655,
,,,,,,,,,,,,,,,,,,,,,,285.3427124,1.335446954,
,,,,,,,,,,,,,,,,,,,,,,285.1460876,1.339509726,
,,,,,,,,,,,,,,,,,,,,,,284.9494019,1.341039896,
,,,,,,,,,,,,,,,,,,,,,,284.7527161,1.343558788,
,,,,,,,,,,,,,,,,,,,,,,284.5560303,1.351050258,
,,,,,,,,,,,,,,,,,,,,,,284.359375,1.357240558,
,,,,,,,,,,,,,,,,,,,,,,284.1626892,1.361073494,
,,,,,,,,,,,,,,,,,,,,,,283.9660034,1.362789869,
,,,,,,,,,,,,,,,,,,,,,,283.7692871,1.369259715,
,,,,,,,,,,,,,,,,,,,,,,283.5726013,1.376695871,
,,,,,,,,,,,,,,,,,,,,,,283.375885,1.372519255,
,,,,,,,,,,,,,,,,,,,,,,283.1398315,1.374684215,
,,,,,,,,,,,,,,,,,,,,,,282.9431152,1.373807549,
,,,,,,,,,,,,,,,,,,,,,,282.7464294,1.375801682,
,,,,,,,,,,,,,,,,,,,,,,282.5497131,1.374819517,
,,,,,,,,,,,,,,,,,,,,,,282.3529663,1.368998766,
,,,,,,,,,,,,,,,,,,,,,,282.15625,1.373943686,
,,,,,,,,,,,,,,,,,,,,,,281.9595032,1.37498486,
,,,,,,,,,,,,,,,,,,,,,,281.7627563,1.378936887,
,,,,,,,,,,,,,,,,,,,,,,281.5660706,1.375885487,
,,,,,,,,,,,,,,,,,,,,,,281.3692932,1.380898595,
,,,,,,,,,,,,,,,,,,,,,,281.1725464,1.380018711,
,,,,,,,,,,,,,,,,,,,,,,280.9364319,1.379302144,
,,,,,,,,,,,,,,,,,,,,,,280.7396851,1.381507277,
,,,,,,,,,,,,,,,,,,,,,,280.5429077,1.386248708,
,,,,,,,,,,,,,,,,,,,,,,280.3461609,1.378805876,
,,,,,,,,,,,,,,,,,,,,,,280.1493835,1.385179877,
,,,,,,,,,,,,,,,,,,,,,,279.9526062,1.384912729,
,,,,,,,,,,,,,,,,,,,,,,279.7558289,1.382156253,
,,,,,,,,,,,,,,,,,,,,,,279.559021,1.387973428,
,,,,,,,,,,,,,,,,,,,,,,279.3622131,1.387238979,
,,,,,,,,,,,,,,,,,,,,,,279.1654663,1.389438987,
,,,,,,,,,,,,,,,,,,,,,,278.9686584,1.389554262,
,,,,,,,,,,,,,,,,,,,,,,278.7718201,1.390987515,
,,,,,,,,,,,,,,,,,,,,,,278.5750427,1.389802694,
,,,,,,,,,,,,,,,,,,,,,,278.3388672,1.390177608,
,,,,,,,,,,,,,,,,,,,,,,278.1420593,1.387821198,
,,,,,,,,,,,,,,,,,,,,,,277.9452209,1.390488744,
,,,,,,,,,,,,,,,,,,,,,,277.7483826,1.389132142,
,,,,,,,,,,,,,,,,,,,,,,277.5516052,1.396519184,
,,,,,,,,,,,,,,,,,,,,,,277.3547668,1.391642451,
,,,,,,,,,,,,,,,,,,,,,,277.1578979,1.394063354,
,,,,,,,,,,,,,,,,,,,,,,276.9610596,1.392531157,
,,,,,,,,,,,,,,,,,,,,,,276.7642212,1.394277215,
,,,,,,,,,,,,,,,,,,,,,,276.5673828,1.390867352,
,,,,,,,,,,,,,,,,,,,,,,276.3705139,1.39209199,
,,,,,,,,,,,,,,,,,,,,,,276.1736755,1.392217278,
,,,,,,,,,,,,,,,,,,,,,,275.937439,1.398540139,
,,,,,,,,,,,,,,,,,,,,,,275.7405701,1.397785068,
,,,,,,,,,,,,,,,,,,,,,,275.5437012,1.393648982,
,,,,,,,,,,,,,,,,,,,,,,275.3468018,1.399395347,
,,,,,,,,,,,,,,,,,,,,,,275.1499634,1.396921754,
,,,,,,,,,,,,,,,,,,,,,,274.953064,1.402702689,
,,,,,,,,,,,,,,,,,,,,,,274.7561646,1.403459191,
,,,,,,,,,,,,,,,,,,,,,,274.5592957,1.402721167,
,,,,,,,,,,,,,,,,,,,,,,274.3623962,1.406162977,
,,,,,,,,,,,,,,,,,,,,,,274.1654663,1.403295636,
,,,,,,,,,,,,,,,,,,,,,,273.9685974,1.399563789,
,,,,,,,,,,,,,,,,,,,,,,273.771698,1.400050521,
,,,,,,,,,,,,,,,,,,,,,,273.5747681,1.403206825,
,,,,,,,,,,,,,,,,,,,,,,273.338501,1.406227946,
,,,,,,,,,,,,,,,,,,,,,,273.1415405,1.410107255,
,,,,,,,,,,,,,,,,,,,,,,272.9446106,1.409457803,
,,,,,,,,,,,,,,,,,,,,,,272.7477112,1.403289199,
,,,,,,,,,,,,,,,,,,,,,,272.5507507,1.395607829,
,,,,,,,,,,,,,,,,,,,,,,272.3538513,1.390218973,
,,,,,,,,,,,,,,,,,,,,,,272.1568909,1.387545466,
,,,,,,,,,,,,,,,,,,,,,,271.9599609,1.381816864,
,,,,,,,,,,,,,,,,,,,,,,271.76297,1.379938126,
,,,,,,,,,,,,,,,,,,,,,,271.56604,1.387878895,
,,,,,,,,,,,,,,,,,,,,,,271.3690796,1.386385798,
,,,,,,,,,,,,,,,,,,,,,,271.1721191,1.389914274,
,,,,,,,,,,,,,,,,,,,,,,270.9751587,1.395072103,
,,,,,,,,,,,,,,,,,,,,,,270.7388,1.396522403,
,,,,,,,,,,,,,,,,,,,,,,270.5418091,1.397990227,
,,,,,,,,,,,,,,,,,,,,,,270.3448486,1.39343071,
,,,,,,,,,,,,,,,,,,,,,,270.1478271,1.3942101,
,,,,,,,,,,,,,,,,,,,,,,269.9508362,1.394330382,
,,,,,,,,,,,,,,,,,,,,,,269.7539063,1.392071605,
,,,,,,,,,,,,,,,,,,,,,,269.5568542,1.388981581,
,,,,,,,,,,,,,,,,,,,,,,269.3598633,1.38961339,
,,,,,,,,,,,,,,,,,,,,,,269.1628723,1.390764594,
,,,,,,,,,,,,,,,,,,,,,,268.9658508,1.38990128,
,,,,,,,,,,,,,,,,,,,,,,268.7688599,1.390191197,
,,,,,,,,,,,,,,,,,,,,,,268.5718384,1.388218164,
,,,,,,,,,,,,,,,,,,,,,,268.3748169,1.392616987,
,,,,,,,,,,,,,,,,,,,,,,268.1383972,1.39035809,
,,,,,,,,,,,,,,,,,,,,,,267.9413757,1.387877107,
,,,,,,,,,,,,,,,,,,,,,,267.7443237,1.386993766,
,,,,,,,,,,,,,,,,,,,,,,267.5472717,1.384034038,
,,,,,,,,,,,,,,,,,,,,,,267.3502502,1.380295038,
,,,,,,,,,,,,,,,,,,,,,,267.1531982,1.375673652,
,,,,,,,,,,,,,,,,,,,,,,266.9561462,1.376130939,
,,,,,,,,,,,,,,,,,,,,,,266.7590942,1.375347614,
,,,,,,,,,,,,,,,,,,,,,,266.5620422,1.376692533,
,,,,,,,,,,,,,,,,,,,,,,266.3649902,1.376623154,
,,,,,,,,,,,,,,,,,,,,,,266.1679382,1.375570655,
,,,,,,,,,,,,,,,,,,,,,,265.9708557,1.375028491,
,,,,,,,,,,,,,,,,,,,,,,265.7737732,1.375511885,
,,,,,,,,,,,,,,,,,,,,,,265.5372925,1.375416636,
,,,,,,,,,,,,,,,,,,,,,,265.3401794,1.375401855,
,,,,,,,,,,,,,,,,,,,,,,265.1431274,1.376415968,
,,,,,,,,,,,,,,,,,,,,,,264.9460449,1.377496123,
,,,,,,,,,,,,,,,,,,,,,,264.7489319,1.381854534,
,,,,,,,,,,,,,,,,,,,,,,264.5518494,1.373532534,
,,,,,,,,,,,,,,,,,,,,,,264.3547668,1.376979232,
,,,,,,,,,,,,,,,,,,,,,,264.1576233,1.376491785,
,,,,,,,,,,,,,,,,,,,,,,263.9605103,1.380331635,
,,,,,,,,,,,,,,,,,,,,,,263.7634277,1.373818517,
,,,,,,,,,,,,,,,,,,,,,,263.5663147,1.371332645,
,,,,,,,,,,,,,,,,,,,,,,263.3691711,1.369541764,
,,,,,,,,,,,,,,,,,,,,,,263.1720581,1.375573993,
,,,,,,,,,,,,,,,,,,,,,,262.9354858,1.37374723,
,,,,,,,,,,,,,,,,,,,,,,262.7383728,1.376839995,
,,,,,,,,,,,,,,,,,,,,,,262.5411987,1.380936503,
,,,,,,,,,,,,,,,,,,,,,,262.3440552,1.381286383,
,,,,,,,,,,,,,,,,,,,,,,262.1469727,1.380278707,
,,,,,,,,,,,,,,,,,,,,,,261.9497681,1.379819155,
,,,,,,,,,,,,,,,,,,,,,,261.7526245,1.381221056,
,,,,,,,,,,,,,,,,,,,,,,261.555481,1.381440997,
,,,,,,,,,,,,,,,,,,,,,,261.3583069,1.381573677,
,,,,,,,,,,,,,,,,,,,,,,261.1611633,1.370845795,
,,,,,,,,,,,,,,,,,,,,,,260.9639893,1.36629355,
,,,,,,,,,,,,,,,,,,,,,,260.7668152,1.365071774,
,,,,,,,,,,,,,,,,,,,,,,260.5696106,1.360853076,
,,,,,,,,,,,,,,,,,,,,,,260.3724365,1.360425472,
,,,,,,,,,,,,,,,,,,,,,,260.1358337,1.361653566,
,,,,,,,,,,,,,,,,,,,,,,259.9386292,1.362661719,
,,,,,,,,,,,,,,,,,,,,,,259.7414246,1.364712954,
,,,,,,,,,,,,,,,,,,,,,,259.5442505,1.362993002,
,,,,,,,,,,,,,,,,,,,,,,259.3470154,1.363337398,
,,,,,,,,,,,,,,,,,,,,,,259.1498413,1.369260311,
,,,,,,,,,,,,,,,,,,,,,,258.9526062,1.369810462,
,,,,,,,,,,,,,,,,,,,,,,258.7553711,1.371074438,
,,,,,,,,,,,,,,,,,,,,,,258.558197,1.366235137,
,,,,,,,,,,,,,,,,,,,,,,258.3609924,1.367695332,
,,,,,,,,,,,,,,,,,,,,,,258.1637268,1.368195415,
,,,,,,,,,,,,,,,,,,,,,,257.9664917,1.360257268,
,,,,,,,,,,,,,,,,,,,,,,257.7692566,1.367745399,
,,,,,,,,,,,,,,,,,,,,,,257.572052,1.369623423,
,,,,,,,,,,,,,,,,,,,,,,257.3353577,1.373210073,
,,,,,,,,,,,,,,,,,,,,,,257.1381226,1.375233889,
,,,,,,,,,,,,,,,,,,,,,,256.9408875,1.373762369,
,,,,,,,,,,,,,,,,,,,,,,256.7436218,1.376170039,
,,,,,,,,,,,,,,,,,,,,,,256.5463562,1.379346609,
,,,,,,,,,,,,,,,,,,,,,,256.3490906,1.376014233,
,,,,,,,,,,,,,,,,,,,,,,256.1518555,1.380642653,
,,,,,,,,,,,,,,,,,,,,,,255.9545593,1.38053453,
,,,,,,,,,,,,,,,,,,,,,,255.7572937,1.379617095,
,,,,,,,,,,,,,,,,,,,,,,255.5600128,1.382447958,
,,,,,,,,,,,,,,,,,,,,,,255.3627167,1.3839854,
,,,,,,,,,,,,,,,,,,,,,,255.165451,1.384085655,
,,,,,,,,,,,,,,,,,,,,,,254.9681854,1.389113665,
,,,,,,,,,,,,,,,,,,,,,,254.7708893,1.386636853,
,,,,,,,,,,,,,,,,,,,,,,254.5735626,1.395678043,
,,,,,,,,,,,,,,,,,,,,,,254.3368225,1.390521407,
,,,,,,,,,,,,,,,,,,,,,,254.1395111,1.400412321,
,,,,,,,,,,,,,,,,,,,,,,253.9421844,1.396623373,
,,,,,,,,,,,,,,,,,,,,,,253.7448883,1.391408086,
,,,,,,,,,,,,,,,,,,,,,,253.5475922,1.389901876,
,,,,,,,,,,,,,,,,,,,,,,253.3502502,1.390920162,
,,,,,,,,,,,,,,,,,,,,,,253.1529388,1.388508201,
,,,,,,,,,,,,,,,,,,,,,,252.9556122,1.389633536,
,,,,,,,,,,,,,,,,,,,,,,252.7582703,1.387233019,
,,,,,,,,,,,,,,,,,,,,,,252.5609741,1.391907334,
,,,,,,,,,,,,,,,,,,,,,,252.3636017,1.392650247,
,,,,,,,,,,,,,,,,,,,,,,252.1662598,1.394914269,
,,,,,,,,,,,,,,,,,,,,,,251.9688873,1.403585672,
,,,,,,,,,,,,,,,,,,,,,,251.7715759,1.405231595,
,,,,,,,,,,,,,,,,,,,,,,251.574234,1.408751488,
,,,,,,,,,,,,,,,,,,,,,,251.3373718,1.413914561,
,,,,,,,,,,,,,,,,,,,,,,251.1399994,1.413711429,
,,,,,,,,,,,,,,,,,,,,,,250.942688,1.418841243,
,,,,,,,,,,,,,,,,,,,,,,250.7453003,1.419971824,
,,,,,,,,,,,,,,,,,,,,,,250.5479279,1.424354196,
,,,,,,,,,,,,,,,,,,,,,,250.3505402,1.4269315,
,,,,,,,,,,,,,,,,,,,,,,250.1531677,1.423591495,
,,,,,,,,,,,,,,,,,,,,,,249.9557953,1.43229115,
,,,,,,,,,,,,,,,,,,,,,,249.7583771,1.430632234,
,,,,,,,,,,,,,,,,,,,,,,249.5610046,1.431608081,
,,,,,,,,,,,,,,,,,,,,,,249.3636017,1.435232162,
,,,,,,,,,,,,,,,,,,,,,,249.1661835,1.440307498,
,,,,,,,,,,,,,,,,,,,,,,248.968811,1.441809773,
,,,,,,,,,,,,,,,,,,,,,,248.7713928,1.44079566,
,,,,,,,,,,,,,,,,,,,,,,248.5739746,1.443480611,
,,,,,,,,,,,,,,,,,,,,,,248.3370972,1.43877089,
,,,,,,,,,,,,,,,,,,,,,,248.1396484,1.432395339,
,,,,,,,,,,,,,,,,,,,,,,247.9422607,1.434286356,
,,,,,,,,,,,,,,,,,,,,,,247.7448273,1.435560822,
,,,,,,,,,,,,,,,,,,,,,,247.5473785,1.433502913,
,,,,,,,,,,,,,,,,,,,,,,247.3499451,1.435771585,
,,,,,,,,,,,,,,,,,,,,,,247.1525269,1.447493315,
,,,,,,,,,,,,,,,,,,,,,,246.9550781,1.454466701,
,,,,,,,,,,,,,,,,,,,,,,246.7576141,1.458358645,
,,,,,,,,,,,,,,,,,,,,,,246.5601807,1.462268949,
,,,,,,,,,,,,,,,,,,,,,,246.3627319,1.471065164,
,,,,,,,,,,,,,,,,,,,,,,246.1652679,1.479488254,
,,,,,,,,,,,,,,,,,,,,,,245.9678192,1.485472798,
,,,,,,,,,,,,,,,,,,,,,,245.77034,1.49190557,
,,,,,,,,,,,,,,,,,,,,,,245.572876,1.502742648,
,,,,,,,,,,,,,,,,,,,,,,245.3359222,1.506366491,
,,,,,,,,,,,,,,,,,,,,,,245.1384277,1.513464093,
,,,,,,,,,,,,,,,,,,,,,,244.9409332,1.520631075,
,,,,,,,,,,,,,,,,,,,,,,244.7434998,1.528715849,
,,,,,,,,,,,,,,,,,,,,,,244.54599,1.536568046,
,,,,,,,,,,,,,,,,,,,,,,244.3484955,1.539655209,
,,,,,,,,,,,,,,,,,,,,,,244.151001,1.541324973,
,,,,,,,,,,,,,,,,,,,,,,243.9534912,1.544859052,
,,,,,,,,,,,,,,,,,,,,,,243.7559967,1.546291709,
,,,,,,,,,,,,,,,,,,,,,,243.5585175,1.54729867,
,,,,,,,,,,,,,,,,,,,,,,243.3609924,1.550691962,
,,,,,,,,,,,,,,,,,,,,,,243.1634521,1.555657744,
,,,,,,,,,,,,,,,,,,,,,,242.9659424,1.562248111,
,,,,,,,,,,,,,,,,,,,,,,242.7684631,1.568727136,
,,,,,,,,,,,,,,,,,,,,,,242.5709229,1.564769626,
,,,,,,,,,,,,,,,,,,,,,,242.3733826,1.576248884,
,,,,,,,,,,,,,,,,,,,,,,242.1363525,1.593300939,
,,,,,,,,,,,,,,,,,,,,,,241.9388428,1.602799058,
,,,,,,,,,,,,,,,,,,,,,,241.741272,1.609677434,
,,,,,,,,,,,,,,,,,,,,,,241.5437317,1.619181275,
,,,,,,,,,,,,,,,,,,,,,,241.3462067,1.626646876,
,,,,,,,,,,,,,,,,,,,,,,241.1486664,1.638388515,
,,,,,,,,,,,,,,,,,,,,,,240.9510956,1.649466276,
,,,,,,,,,,,,,,,,,,,,,,240.75354,1.6606915,
,,,,,,,,,,,,,,,,,,,,,,240.5559692,1.673600674,
,,,,,,,,,,,,,,,,,,,,,,240.3584442,1.678780913,
,,,,,,,,,,,,,,,,,,,,,,240.1608582,1.687021494,
,,,,,,,,,,,,,,,,,,,,,,239.9632874,1.700409055,
,,,,,,,,,,,,,,,,,,,,,,239.7657013,1.714397311,
,,,,,,,,,,,,,,,,,,,,,,239.5681152,1.729459763,
,,,,,,,,,,,,,,,,,,,,,,239.3705597,1.736026406,
,,,,,,,,,,,,,,,,,,,,,,239.1729736,1.744819999,
,,,,,,,,,,,,,,,,,,,,,,238.9358368,1.756816506,
,,,,,,,,,,,,,,,,,,,,,,238.7382507,1.765907884,
,,,,,,,,,,,,,,,,,,,,,,238.5406647,1.782899141,
,,,,,,,,,,,,,,,,,,,,,,238.3430328,1.804789305,
,,,,,,,,,,,,,,,,,,,,,,238.1454468,1.822700143,
,,,,,,,,,,,,,,,,,,,,,,237.9478302,1.838863969,
,,,,,,,,,,,,,,,,,,,,,,237.7502289,1.847608328,
,,,,,,,,,,,,,,,,,,,,,,237.5526428,1.861073852,
,,,,,,,,,,,,,,,,,,,,,,237.355011,1.870118737,
,,,,,,,,,,,,,,,,,,,,,,237.1573639,1.884597063,
,,,,,,,,,,,,,,,,,,,,,,236.9597626,1.903330088,
,,,,,,,,,,,,,,,,,,,,,,236.7621307,1.921007633,
,,,,,,,,,,,,,,,,,,,,,,236.5644836,1.930502415,
,,,,,,,,,,,,,,,,,,,,,,236.3668365,1.950853586,
,,,,,,,,,,,,,,,,,,,,,,236.16922,1.974381447,
,,,,,,,,,,,,,,,,,,,,,,235.9715576,1.999317646,
,,,,,,,,,,,,,,,,,,,,,,235.7739258,2.022969007,
,,,,,,,,,,,,,,,,,,,,,,235.5367279,2.041898012,
,,,,,,,,,,,,,,,,,,,,,,235.3390656,2.057913303,
,,,,,,,,,,,,,,,,,,,,,,235.1414337,2.067952871,
